,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Type,Unnamed: 6,Date,Unnamed: 8,Num,Unnamed: 10,Memo,Unnamed: 12,Name,Unnamed: 14,Item,Unnamed: 16,Qty,Unnamed: 18,Sales Price,Unnamed: 20,Amount,Unnamed: 22,Balance
577,,,,,,Invoice,,04/27/2018,,13814.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"12,500.00",,0.379,,"4,737.50",,"33,162.50"
578,,,,,,Invoice,,05/30/2018,,13868.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"15,000.00",,0.379,,"5,685.00",,"38,847.50"
579,,,,,,Invoice,,06/28/2018,,13918.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"20,000.00",,0.379,,"7,580.00",,"46,427.50"
580,,,,,,Invoice,,07/26/2018,,13951.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"30,000.00",,0.379,,"11,370.00",,"57,797.50"
581,,,,,,Invoice,,08/30/2018,,14002.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"45,000.00",,0.379,,"17,055.00",,"74,852.50"
582,,,,,,Invoice,,09/24/2018,,14030.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"75,000.00",,0.379,,"28,425.00",,"103,277.50"
583,,,,,,Invoice,,10/25/2018,,14089.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"75,000.00",,0.379,,"28,425.00",,"131,702.50"
584,,,,,,Invoice,,11/26/2018,,14135.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"75,000.00",,0.379,,"28,425.00",,"160,127.50"
585,,,,,,Invoice,,12/26/2018,,14188.0,,Tension Breakers 91114279-01 Rev. A,,Boston Scientific de Costa Rica SRL:M3802,,Svc:Micro Molding,,"125,000.00",,0.379,,"47,375.00",,"207,502.50"
586,,,Total M3802,,,,,,,,,,,,,,,"547,500.00",,,,"207,502.50",,"207,502.50"
587,,Total Boston Scientific de Costa Rica SRL,,,,,,,,,,,,,,,,"547,500.00",,,,"207,502.50",,"207,502.50"
588,,Boston Scientific Limited-Galway,,,,,,,,,,,,,,,,,,,,,,
589,,,M3756,,,,,,,,,,,,,,,,,,,,,
590,,,,,,Credit Memo,,02/21/2018,,13724.0,,Credit issue for bank fees incurred during wire transfer,,Boston Scientific Limited-Galway:M3756,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,-25.00
591,,,Total M3756,,,,,,,,,,,,,,,-1.00,,,,-25.00,,-25.00
592,,,M3757,,,,,,,,,,,,,,,,,,,,,
593,,,,,,Invoice,,02/21/2018,,13716.0,,Implant Retainer Hot Axios DWG # 00975-01 Rev. C,,Boston Scientific Limited-Galway:M3757,,Svc:Micro Molding,,"2,500.00",,1.429,,"3,572.50",,"3,572.50"
594,,,,,,Credit Memo,,04/13/2018,,13792.0,,credit issued for bank fees incurred during wire transfer,,Boston Scientific Limited-Galway:M3757,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"3,547.50"
595,,,Total M3757,,,,,,,,,,,,,,,"2,499.00",,,,"3,547.50",,"3,547.50"
596,,,M3906,,,,,,,,,,,,,,,,,,,,,
597,,,,,,Invoice,,04/23/2018,,13803.0,,Implant Retainer Hot Axios,,Boston Scientific Limited-Galway:M3906,,Svc:Micro Molding,,"6,000.00",,1.429,,"8,574.00",,"8,574.00"
598,,,,,,Credit Memo,,06/12/2018,,13893.0,,Credit issued for fees incurred during wire transfer,,Boston Scientific Limited-Galway:M3906,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"8,549.00"
599,,,Total M3906,,,,,,,,,,,,,,,"5,999.00",,,,"8,549.00",,"8,549.00"
600,,,M4023,,,,,,,,,,,,,,,,,,,,,
601,,,,,,Invoice,,09/04/2018,,14006.0,,Implant Retainer Hot Axios 00975-01 Rev. C,,Boston Scientific Limited-Galway:M4023,,Svc:Micro Molding,,"6,000.00",,1.429,,"8,574.00",,"8,574.00"
602,,,,,,Credit Memo,,10/29/2018,,14096.0,,bank fees incurred during wire transfer,,Boston Scientific Limited-Galway:M4023,,Svc:Micro Molding,,-1.00,,25.00,,-25.00,,"8,549.00"
603,,,Total M4023,,,,,,,,,,,,,,,"5,999.00",,,,"8,549.00",,"8,549.00"
604,,Total Boston Scientific Limited-Galway,,,,,,,,,,,,,,,,"14,496.00",,,,"20,620.50",,"20,620.50"
605,,Civa Tech Oncology,,,,,,,,,,,,,,,,,,,,,,
606,,,M4022,,,,,,,,,,,,,,,,,,,,,
607,,,,,,Invoice,,09/05/2018,,14013.0,,CivaDot molding (PEEK bucket) CSH-260.2,,Civa Tech Oncology:M4022,,Svc:Micro Molding,,"5,000.00",,2.493,,"12,465.00",,"12,465.00"
608,,,,,,Invoice,,10/05/2018,,14044.0,,CivaDot molding (PEEK bucket) CSH-260.2,,Civa Tech Oncology:M4022,,Svc:Micro Molding,,"5,000.00",,2.493,,"12,465.00",,"24,930.00"
609,,,Total M4022,,,,,,,,,,,,,,,"10,000.00",,,,"24,930.00",,"24,930.00"
610,,Total Civa Tech Oncology,,,,,,,,,,,,,,,,"10,000.00",,,,"24,930.00",,"24,930.00"
611,,ConMed Linvatec,,,,,,,,,,,,,,,,,,,,,,
612,,,M3808,,,,,,,,,,,,,,,,,,,,,
613,,,,,,Invoice,,01/19/2018,,13659.0,,1.8 mm Suture Cleat A71-023-406 Rev. AK,,ConMed Linvatec:M3808,,Svc:Micro Molding,,"4,000.00",,2.194,,"8,776.00",,"8,776.00"
614,,,,,,Invoice,,01/26/2018,,13662.0,,1.8 mm Suture Cleat A71-023-406 Rev. AK,,ConMed Linvatec:M3808,,Svc:Micro Molding,,"2,000.00",,2.194,,"4,388.00",,"13,164.00"
615,,,Total M3808,,,,,,,,,,,,,,,"6,000.00",,,,"13,164.00",,"13,164.00"
616,,,M3811,,,,,,,,,,,,,,,,,,,,,
617,,,,,,Invoice,,01/26/2018,,13663.0,,1.8mm Suture Cleat A71-023-406 Rev AK,,ConMed Linvatec:M3811,,Svc:Micro Molding,,"6,000.00",,2.194,,"13,164.00",,"13,164.00"
618,,,Total M3811,,,,,,,,,,,,,,,"6,000.00",,,,"13,164.00",,"13,164.00"
619,,,M3812,,,,,,,,,,,,,,,,,,,,,
620,,,,,,Invoice,,02/09/2018,,13690.0,,1.8mm Suture cleat A17-023-406 Rev AK,,ConMed Linvatec:M3812,,Svc:Micro Molding,,"6,000.00",,2.194,,"13,164.00",,"13,164.00"
621,,,Total M3812,,,,,,,,,,,,,,,"6,000.00",,,,"13,164.00",,"13,164.00"
622,,,M3813,,,,,,,,,,,,,,,,,,,,,
623,,,,,,Invoice,,02/16/2018,,13707.0,,1.8mm Suture cleat A17-023-406 Rev AK,,ConMed Linvatec:M3813,,Svc:Micro Molding,,"6,000.00",,2.194,,"13,164.00",,"13,164.00"
624,,,Total M3813,,,,,,,,,,,,,,,"6,000.00",,,,"13,164.00",,"13,164.00"
625,,,M3814,,,,,,,,,,,,,,,,,,,,,
626,,,,,,Invoice,,02/16/2018,,13708.0,,1.8mm Suture cleat A17-023-406 Rev AK,,ConMed Linvatec:M3814,,Svc:Micro Molding,,"6,000.00",,2.194,,"13,164.00",,"13,164.00"
627,,,Total M3814,,,,,,,,,,,,,,,"6,000.00",,,,"13,164.00",,"13,164.00"
628,,,M3850,,,,,,,,,,,,,,,,,,,,,
629,,,,,,Invoice,,02/22/2018,,13725.0,,Perform DOE Study for Suture Cleat,,ConMed Linvatec:M3850,,Svc:Micro Molding,,1.00,,"12,250.00",,"12,250.00",,"12,250.00"
630,,,Total M3850,,,,,,,,,,,,,,,1.00,,,,"12,250.00",,"12,250.00"
631,,,M3867,,,,,,,,,,,,,,,,,,,,,
632,,,,,,Invoice,,02/16/2018,,13709.0,,1.8 mm Suture Cleat,,ConMed Linvatec:M3867,,Svc:Micro Molding,,"5,500.00",,2.194,,"12,067.00",,"12,067.00"
633,,,Total M3867,,,,,,,,,,,,,,,"5,500.00",,,,"12,067.00",,"12,067.00"
634,,,M3920,,,,,,,,,,,,,,,,,,,,,
635,,,,,,Invoice,,04/06/2018,,13777.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3920,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
636,,,Total M3920,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
637,,,M3921,,,,,,,,,,,,,,,,,,,,,
638,,,,,,Invoice,,04/20/2018,,13797.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3921,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
639,,,Total M3921,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
640,,,M3922,,,,,,,,,,,,,,,,,,,,,
641,,,,,,Invoice,,05/04/2018,,13826.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3922,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
642,,,Total M3922,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
643,,,M3923,,,,,,,,,,,,,,,,,,,,,
644,,,,,,Invoice,,05/18/2018,,13849.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3923,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
645,,,Total M3923,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
646,,,M3924,,,,,,,,,,,,,,,,,,,,,
647,,,,,,Invoice,,05/31/2018,,13867.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3924,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
648,,,Total M3924,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
649,,,M3925,,,,,,,,,,,,,,,,,,,,,
650,,,,,,Invoice,,07/05/2018,,13924.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3925,,Svc:Micro Molding,,"7,150.00",,2.054,,"14,686.10",,"14,686.10"
651,,,Total M3925,,,,,,,,,,,,,,,"7,150.00",,,,"14,686.10",,"14,686.10"
652,,,M3926,,,,,,,,,,,,,,,,,,,,,
653,,,,,,Invoice,,07/05/2018,,13925.0,,Suture Cleat 1.8 mm,,ConMed Linvatec:M3926,,Svc:Micro Molding,,"7,100.00",,2.054,,"14,583.40",,"14,583.40"
654,,,Total M3926,,,,,,,,,,,,,,,"7,100.00",,,,"14,583.40",,"14,583.40"
655,,,M4049,,,,,,,,,,,,,,,,,,,,,
656,,,,,,Invoice,,09/28/2018,,14035.0,,Suture Cleat A71-023-406 Rev. AL,,ConMed Linvatec:M4049,,Svc:Micro Molding,,300.00,,2.452,,735.60,,735.60
657,,,,,,Invoice,,10/05/2018,,14053.0,,Suture Cleat A71-023-406 Rev. AL,,ConMed Linvatec:M4049,,Svc:Micro Molding,,"6,700.00",,2.452,,"16,428.40",,"17,164.00"
658,,,Total M4049,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
659,,,M4050,,,,,,,,,,,,,,,,,,,,,
660,,,,,,Invoice,,11/21/2018,,14129.0,,Suture Cleat A71-023-406 Rev. AL,,ConMed Linvatec:M4050,,Svc:Micro Molding,,"7,000.00",,2.452,,"17,164.00",,"17,164.00"
661,,,Total M4050,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
662,,,M4051,,,,,,,,,,,,,,,,,,,,,
663,,,,,,Invoice,,10/26/2018,,14091.0,,Suture Cleat A71-023-406 Rev. AL,,ConMed Linvatec:M4051,,Svc:Micro Molding,,"7,000.00",,2.452,,"17,164.00",,"17,164.00"
664,,,Total M4051,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
665,,,M4086,,,,,,,,,,,,,,,,,,,,,
666,,,,,,Invoice,,12/06/2018,,14165.0,,A71-023-406 Rev. AL 1.8 mm Suture Cleats,,ConMed Linvatec:M4086,,Svc:Micro Molding,,"7,000.00",,2.452,,"17,164.00",,"17,164.00"
667,,,Total M4086,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
668,,,M4087,,,,,,,,,,,,,,,,,,,,,
669,,,,,,Invoice,,12/21/2018,,14177.0,,A71-023-406 Rev. AL 1.8 mm Suture Cleats,,ConMed Linvatec:M4087,,Svc:Micro Molding,,"7,000.00",,2.452,,"17,164.00",,"17,164.00"
670,,,Total M4087,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
671,,,M4088,,,,,,,,,,,,,,,,,,,,,
672,,,,,,Invoice,,12/28/2018,,14189.0,,A71-023-406 Rev. AL 1.8 mm Suture Cleats,,ConMed Linvatec:M4088,,Svc:Micro Molding,,"7,000.00",,2.452,,"17,164.00",,"17,164.00"
673,,,Total M4088,,,,,,,,,,,,,,,"7,000.00",,,,"17,164.00",,"17,164.00"
674,,Total ConMed Linvatec,,,,,,,,,,,,,,,,"127,501.00",,,,"295,821.00",,"295,821.00"
675,,Covidien,,,,,,,,,,,,,,,,,,,,,,
676,,,8471,,,,,,,,,,,,,,,,,,,,,
677,,,,,,Invoice,,01/12/2018,,13641.0,,D75799-3 and D75799-4 Hinge Inserts for L7tool. (25) samples for each material,,Covidien:8471,,Svc:Molds Misc,,0.50,,"17,590.00",,"8,795.00",,"8,795.00"
678,,,Total 8471,,,,,,,,,,,,,,,0.50,,,,"8,795.00",,"8,795.00"
679,,,8476,,,,,,,,,,,,,,,,,,,,,
680,,,,,,Invoice,,01/31/2018,,13678.0,,Inserts in MTD owned frame to produce Polymer Clip 3D cad file (d75799_L7) using Ultem material....,,Covidien:8476,,Svc:Micro Molding,,0.50,,"52,170.00",,"26,085.00",,"26,085.00"
681,,,,,,Invoice,,02/02/2018,,13682.0,,Inserts in MTD owned frame to produce Polymer Clip 3D cad file (d75799_L7) using Ultem material....,,Covidien:8476,,Svc:Micro Molding,,0.50,,"52,170.00",,"26,085.00",,"52,170.00"
682,,,Total 8476,,,,,,,,,,,,,,,1.00,,,,"52,170.00",,"52,170.00"
683,,,M3774,,,,,,,,,,,,,,,,,,,,,
684,,,,,,Invoice,,01/12/2018,,13646.0,,"Inspection summary for Polymer Clip for (3) pieces Ultem CT scan, (3) pieces Acetal CT scan, bri...",,Covidien:M3774,,Svc:Micro Molding,,1.00,,"3,150.00",,"3,150.00",,"3,150.00"
685,,,Total M3774,,,,,,,,,,,,,,,1.00,,,,"3,150.00",,"3,150.00"
686,,,M3805,,,,,,,,,,,,,,,,,,,,,
687,,,,,,Invoice,,02/02/2018,,13686.0,,Process development/MT2 for 1 material type (500) Progress Samples,,Covidien:M3805,,Svc:Micro Molding,,1.00,,"7,520.00",,"7,520.00",,"7,520.00"
688,,,Total M3805,,,,,,,,,,,,,,,1.00,,,,"7,520.00",,"7,520.00"
689,,,M3840,,,,,,,,,,,,,,,,,,,,,
690,,,,,,Invoice,,02/09/2018,,13698.0,,"(2,000) MT2 Samples L7 Mold Ultem Material",,Covidien:M3840,,Svc:Mico Molds/Micromolding,,1.00,,"9,945.00",,"9,945.00",,"9,945.00"
691,,,Total M3840,,,,,,,,,,,,,,,1.00,,,,"9,945.00",,"9,945.00"
692,,,M3863,,,,,,,,,,,,,,,,,,,,,
693,,,,,,Invoice,,02/09/2018,,13699.0,,"(2,000) White Ultem Material Samples for L7 Polymer Clip",,Covidien:M3863,,Svc:Micro Molding,,1.00,,"6,920.00",,"6,920.00",,"6,920.00"
694,,,Total M3863,,,,,,,,,,,,,,,1.00,,,,"6,920.00",,"6,920.00"
695,,,M3960,,,,,,,,,,,,,,,,,,,,,
696,,,,,,Invoice,,06/08/2018,,13882.0,,"1077881 Rev. D Tack, Long Absorbatack",,Covidien:M3960,,Svc:Micro Molding,,"38,216.00",,0.723,,"27,630.17",,"27,630.17"
697,,,Total M3960,,,,,,,,,,,,,,,"38,216.00",,,,"27,630.17",,"27,630.17"
698,,,M3968,,,,,,,,,,,,,,,,,,,,,
699,,,,,,Invoice,,06/08/2018,,13881.0,,Tack Long Absorbatack PN1077881 Rev D,,Covidien:M3968,,Svc:Micro Molding,,"41,784.00",,0.723,,"30,209.83",,"30,209.83"
700,,,Total M3968,,,,,,,,,,,,,,,"41,784.00",,,,"30,209.83",,"30,209.83"
701,,,M3980,,,,,,,,,,,,,,,,,,,,,
702,,,,,,Invoice,,06/22/2018,,13904.0,,"Tack, Long Absorbatack 1077881 Rev. D DWG 3026416 Rev. D",,Covidien:M3980,,Svc:Micro Molding,,"80,000.00",,0.723,,"57,840.00",,"57,840.00"
703,,,Total M3980,,,,,,,,,,,,,,,"80,000.00",,,,"57,840.00",,"57,840.00"
704,,,M3987,,,,,,,,,,,,,,,,,,,,,
705,,,,,,Invoice,,06/29/2018,,13913.0,,"Tack, Long, Absorbatack 1077881 Rev. D",,Covidien:M3987,,Svc:Micro Molding,,"80,000.00",,0.723,,"57,840.00",,"57,840.00"
706,,,Total M3987,,,,,,,,,,,,,,,"80,000.00",,,,"57,840.00",,"57,840.00"
707,,,M3993,,,,,,,,,,,,,,,,,,,,,
708,,,,,,Invoice,,07/13/2018,,13935.0,,"Long, Tack Absorbatack 1077881 Rev D",,Covidien:M3993,,Svc:Mico Molds/Micromolding,,"80,000.00",,0.723,,"57,840.00",,"57,840.00"
709,,,Total M3993,,,,,,,,,,,,,,,"80,000.00",,,,"57,840.00",,"57,840.00"
710,,,M3994,,,,,,,,,,,,,,,,,,,,,
711,,,,,,Invoice,,07/31/2018,,13955.0,,"Tack, Long Absorbatack 1077881",,Covidien:M3994,,Svc:Micro Molding,,"40,474.00",,0.723,,"29,262.70",,"29,262.70"
712,,,Total M3994,,,,,,,,,,,,,,,"40,474.00",,,,"29,262.70",,"29,262.70"
713,,,M3995,,,,,,,,,,,,,,,,,,,,,
714,,,,,,Invoice,,07/31/2018,,13956.0,,"Tack, Long Absorbatack 1077881",,Covidien:M3995,,Svc:Micro Molding,,"39,506.00",,0.723,,"28,562.84",,"28,562.84"
715,,,Total M3995,,,,,,,,,,,,,,,"39,506.00",,,,"28,562.84",,"28,562.84"
716,,,M4061,,,,,,,,,,,,,,,,,,,,,
717,,,,,,Invoice,,09/28/2018,,14041.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4061,,Svc:Micro Molding,,"72,006.00",,0.723,,"52,060.34",,"52,060.34"
718,,,Total M4061,,,,,,,,,,,,,,,"72,006.00",,,,"52,060.34",,"52,060.34"
719,,,M4062,,,,,,,,,,,,,,,,,,,,,
720,,,,,,Invoice,,09/28/2018,,14042.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4062,,Svc:Micro Molding,,"7,994.00",,0.723,,"5,779.66",,"5,779.66"
721,,,Total M4062,,,,,,,,,,,,,,,"7,994.00",,,,"5,779.66",,"5,779.66"
722,,,M4063,,,,,,,,,,,,,,,,,,,,,
723,,,,,,Invoice,,10/26/2018,,14085.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4063,,Svc:Micro Molding,,"48,021.00",,0.723,,"34,719.18",,"34,719.18"
724,,,Total M4063,,,,,,,,,,,,,,,"48,021.00",,,,"34,719.18",,"34,719.18"
725,,,M4068,,,,,,,,,,,,,,,,,,,,,
726,,,,,,Invoice,,10/26/2018,,14086.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4068,,Svc:Micro Molding,,"31,970.00",,0.723,,"23,114.31",,"23,114.31"
727,,,Total M4068,,,,,,,,,,,,,,,"31,970.00",,,,"23,114.31",,"23,114.31"
728,,,M4069,,,,,,,,,,,,,,,,,,,,,
729,,,,,,Invoice,,11/08/2018,,14114.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4069,,Svc:Micro Molding,,"32,087.00",,0.723,,"23,198.90",,"23,198.90"
730,,,Total M4069,,,,,,,,,,,,,,,"32,087.00",,,,"23,198.90",,"23,198.90"
731,,,M4070,,,,,,,,,,,,,,,,,,,,,
732,,,,,,Invoice,,11/08/2018,,14115.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4070,,Svc:Micro Molding,,"47,913.00",,0.723,,"34,641.10",,"34,641.10"
733,,,Total M4070,,,,,,,,,,,,,,,"47,913.00",,,,"34,641.10",,"34,641.10"
734,,,M4073,,,,,,,,,,,,,,,,,,,,,
735,,,,,,Invoice,,12/06/2018,,14159.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4073,,Svc:Micro Molding,,"80,000.00",,0.723,,"57,840.00",,"57,840.00"
736,,,Total M4073,,,,,,,,,,,,,,,"80,000.00",,,,"57,840.00",,"57,840.00"
737,,,M4121,,,,,,,,,,,,,,,,,,,,,
738,,,,,,Invoice,,12/13/2018,,14173.0,,"1077881 Rev. D Tack, Long, Absorbatack",,Covidien:M4121,,Svc:Micro Molding,,"80,000.00",,0.723,,"57,840.00",,"57,840.00"
739,,,Total M4121,,,,,,,,,,,,,,,"80,000.00",,,,"57,840.00",,"57,840.00"
740,,Total Covidien,,,,,,,,,,,,,,,,"799,976.50",,,,"666,879.03",,"666,879.03"
741,,"Cyndrx, LLC",,,,,,,,,,,,,,,,,,,,,,
742,,,8489,,,,,,,,,,,,,,,,,,,,,
743,,,,,,Invoice,,03/23/2018,,13759.0,,Modify existing inserts to modify break feature of distal seal to .32 mm. Includes (200) progres...,,"Cyndrx, LLC:8489",,Svc:Molds Misc,,1.00,,"8,500.00",,"8,500.00",,"8,500.00"
744,,,Total 8489,,,,,,,,,,,,,,,1.00,,,,"8,500.00",,"8,500.00"
745,,,M3893,,,,,,,,,,,,,,,,,,,,,
746,,,,,,Invoice,,03/16/2018,,13756.0,,Floating Foot DWG ABS-0021,,"Cyndrx, LLC:M3893",,Svc:Micro Molding,,"1,000.00",,9.75,,"9,750.00",,"9,750.00"
747,,,Total M3893,,,,,,,,,,,,,,,"1,000.00",,,,"9,750.00",,"9,750.00"
748,,,M3894,,,,,,,,,,,,,,,,,,,,,
749,,,,,,Invoice,,03/16/2018,,13755.0,,Proximal Seal DWG ABS-0017,,"Cyndrx, LLC:M3894",,Svc:Micro Molding,,"1,000.00",,9.75,,"9,750.00",,"9,750.00"
750,,,Total M3894,,,,,,,,,,,,,,,"1,000.00",,,,"9,750.00",,"9,750.00"
751,,,M3956,,,,,,,,,,,,,,,,,,,,,
752,,,,,,Invoice,,05/31/2018,,13866.0,,Distal Seal ABS-0009 Rev. 4-Set up current Distal Seal tooling to run (800) parts from existing ...,,"Cyndrx, LLC:M3956",,Svc:Micro Molding,,1.00,,"9,996.00",,"9,996.00",,"9,996.00"
753,,,Total M3956,,,,,,,,,,,,,,,1.00,,,,"9,996.00",,"9,996.00"
754,,,M4093,,,,,,,,,,,,,,,,,,,,,
755,,,,,,Invoice,,11/15/2018,,14117.0,,ABS-0017 Rev. 0 Proximal Seal,,"Cyndrx, LLC:M4093",,Svc:Micro Molding,,"1,000.00",,9.745,,"9,745.00",,"9,745.00"
756,,,Total M4093,,,,,,,,,,,,,,,"1,000.00",,,,"9,745.00",,"9,745.00"
757,,,M4094,,,,,,,,,,,,,,,,,,,,,
758,,,,,,Invoice,,11/15/2018,,14118.0,,Floating Foot-includes laser marking,,"Cyndrx, LLC:M4094",,Svc:Micro Molding,,"1,000.00",,9.564,,"9,564.00",,"9,564.00"
759,,,Total M4094,,,,,,,,,,,,,,,"1,000.00",,,,"9,564.00",,"9,564.00"
760,,,M4095,,,,,,,,,,,,,,,,,,,,,
761,,,,,,Invoice,,11/15/2018,,14119.0,,ABS-0009 Rev. 4 Distal Seals,,"Cyndrx, LLC:M4095",,Svc:Micro Molding,,"1,000.00",,9.953,,"9,953.00",,"9,953.00"
762,,,Total M4095,,,,,,,,,,,,,,,"1,000.00",,,,"9,953.00",,"9,953.00"
763,,"Total Cyndrx, LLC",,,,,,,,,,,,,,,,"5,002.00",,,,"67,258.00",,"67,258.00"
764,,Endogastric Solutions,,,,,,,,,,,,,,,,,,,,,,
765,,,M3790,,,,,,,,,,,,,,,,,,,,,
766,,,,,,Invoice,,01/26/2018,,13667.0,,Fastener 7.5 mm C02002-02 Rev. E,,Endogastric Solutions:M3790,,Svc:Micro Molding,,"10,000.00",,0.91,,"9,100.00",,"9,100.00"
767,,,,,,Invoice,,02/22/2018,,13719.0,,Fastener 7.5 mm C02002-02 Rev. E,,Endogastric Solutions:M3790,,Svc:Micro Molding,,"10,000.00",,0.91,,"9,100.00",,"18,200.00"
768,,,,,,Invoice,,03/23/2018,,13760.0,,Fastener 7.5 mm C02002-02 Rev. E,,Endogastric Solutions:M3790,,Svc:Micro Molding,,"10,000.00",,0.91,,"9,100.00",,"27,300.00"
769,,,Total M3790,,,,,,,,,,,,,,,"30,000.00",,,,"27,300.00",,"27,300.00"
770,,,M3916,,,,,,,,,,,,,,,,,,,,,
771,,,,,,Invoice,,05/31/2018,,13862.0,,C02002-02 Rev. E Fasteners 7.5 mm,,Endogastric Solutions:M3916,,Svc:Micro Molding,,"2,000.00",,0.91,,"1,820.00",,"1,820.00"
772,,,,,,Invoice,,06/08/2018,,13887.0,,C02002-02 Rev. E Fasteners 7.5 mm,,Endogastric Solutions:M3916,,Svc:Micro Molding,,"18,000.00",,0.91,,"16,380.00",,"18,200.00"
773,,,Total M3916,,,,,,,,,,,,,,,"20,000.00",,,,"18,200.00",,"18,200.00"
774,,,M3917,,,,,,,,,,,,,,,,,,,,,
775,,,,,,Invoice,,06/08/2018,,13888.0,,C02002-02 Rev. E Fasteners 7.5 mm,,Endogastric Solutions:M3917,,Svc:Micro Molding,,"20,000.00",,0.91,,"18,200.00",,"18,200.00"
776,,,Total M3917,,,,,,,,,,,,,,,"20,000.00",,,,"18,200.00",,"18,200.00"
777,,,M3918,,,,,,,,,,,,,,,,,,,,,
778,,,,,,Invoice,,06/22/2018,,13903.0,,C02002-02 Rev. E Fasteners 7.5 mm,,Endogastric Solutions:M3918,,Svc:Micro Molding,,"20,000.00",,0.91,,"18,200.00",,"18,200.00"
779,,,Total M3918,,,,,,,,,,,,,,,"20,000.00",,,,"18,200.00",,"18,200.00"
780,,,M4054,,,,,,,,,,,,,,,,,,,,,
781,,,,,,Invoice,,09/28/2018,,14037.0,,Fastener 7.5mm C02002-02 Rev E,,Endogastric Solutions:M4054,,Svc:Micro Molding,,"20,000.00",,0.91,,"18,200.00",,"18,200.00"
782,,,Total M4054,,,,,,,,,,,,,,,"20,000.00",,,,"18,200.00",,"18,200.00"
783,,,M4055,,,,,,,,,,,,,,,,,,,,,
784,,,,,,Invoice,,10/26/2018,,14092.0,,Fastener 7.5mm C02002-02 Rev E,,Endogastric Solutions:M4055,,Svc:Micro Molding,,"20,000.00",,0.91,,"18,200.00",,"18,200.00"
785,,,Total M4055,,,,,,,,,,,,,,,"20,000.00",,,,"18,200.00",,"18,200.00"
786,,Total Endogastric Solutions,,,,,,,,,,,,,,,,"130,000.00",,,,"118,300.00",,"118,300.00"
787,,Engineered Products Inc.,,,,,,,,,,,,,,,,,,,,,,
788,,,8522,,,,,,,,,,,,,,,,,,,,,
